5.184310139156877995e-04,2.790348827838897705e-01
4.615261859726160765e-04,2.778663635253906250e-01
4.634973593056201935e-04,2.772119045257568359e-01
8.813072927296161652e-04,2.763059437274932861e-01
3.425983304623514414e-04,2.758039236068725586e-01
6.104430649429559708e-04,2.748882174491882324e-01
1.371853635646402836e-03,2.741565704345703125e-01
2.477627480402588844e-03,2.741788625717163086e-01
2.279401989653706551e-03,2.747502326965332031e-01
1.820454257540404797e-03,2.753484845161437988e-01
4.680686979554593563e-04,2.755451798439025879e-01
2.311068237759172916e-04,2.773264050483703613e-01
3.100410685874521732e-04,2.796587049961090088e-01
6.065711379051208496e-03,2.814390957355499268e-01
8.719287812709808350e-03,2.828461527824401855e-01
1.112894341349601746e-02,2.818533480167388916e-01
1.807852275669574738e-02,2.866620123386383057e-01
2.537784352898597717e-02,2.913817763328552246e-01
2.297539077699184418e-02,2.869619429111480713e-01
2.114609256386756897e-02,2.927746474742889404e-01
2.283688634634017944e-02,2.991114556789398193e-01
2.203020639717578888e-02,2.992869317531585693e-01
1.987454295158386230e-02,2.945841550827026367e-01
1.663601584732532501e-02,2.898702025413513184e-01
1.377706602215766907e-02,2.860253155231475830e-01
1.126629766076803207e-02,2.819576561450958252e-01
1.227566413581371307e-02,2.824952602386474609e-01
1.070389710366725922e-02,2.833800315856933594e-01
1.103458926081657410e-02,2.873513400554656982e-01
1.708401553332805634e-02,2.920797467231750488e-01
1.895076222717761993e-02,2.911840081214904785e-01
2.932558767497539520e-02,2.987737059593200684e-01
4.901735112071037292e-02,3.106014728546142578e-01
8.105093985795974731e-02,3.225946426391601562e-01
7.387159764766693115e-02,3.169682919979095459e-01
3.582409396767616272e-02,3.013615012168884277e-01
2.725778706371784210e-02,2.968656122684478760e-01
3.821662068367004395e-02,3.032323718070983887e-01
4.039920493960380554e-02,3.016944229602813721e-01
4.096143320202827454e-02,2.980158925056457520e-01
5.432199314236640930e-02,2.990076541900634766e-01
6.365516781806945801e-02,2.997276186943054199e-01
6.593364477157592773e-02,2.997318506240844727e-01
7.202250510454177856e-02,3.007899522781372070e-01
7.886148244142532349e-02,3.001416027545928955e-01
8.074472844600677490e-02,3.003485202789306641e-01
8.475234359502792358e-02,2.994330227375030518e-01
8.099764585494995117e-02,2.978376150131225586e-01
6.437058001756668091e-02,2.952181994915008545e-01
5.337675660848617554e-02,2.962459027767181396e-01
4.434196278452873230e-02,2.963913381099700928e-01
4.350591450929641724e-02,2.966438233852386475e-01
4.420402273535728455e-02,2.960542142391204834e-01
3.188885375857353210e-02,2.936441600322723389e-01
2.257687598466873169e-02,2.897943854331970215e-01
1.893155463039875031e-02,2.866910398006439209e-01
3.634380176663398743e-03,2.796545326709747314e-01
3.058440983295440674e-02,2.822546064853668213e-01
1.658416986465454102e-01,2.998362779617309570e-01
2.105505615472793579e-01,3.052506744861602783e-01
2.613695859909057617e-01,3.070321381092071533e-01
2.948092520236968994e-01,3.011135160923004150e-01
2.772251963615417480e-01,3.015202879905700684e-01
3.008410632610321045e-01,3.015734255313873291e-01
3.155061304569244385e-01,3.028075397014617920e-01
3.911742866039276123e-01,3.001903295516967773e-01
5.133374929428100586e-01,2.901776432991027832e-01
6.622437238693237305e-01,2.833326756954193115e-01
7.051112651824951172e-01,2.917499542236328125e-01
7.529398798942565918e-01,3.009832203388214111e-01
7.587652802467346191e-01,3.020971119403839111e-01
7.568902373313903809e-01,3.017388284206390381e-01
7.551518082618713379e-01,3.014064729213714600e-01
7.545733451843261719e-01,3.012957870960235596e-01
7.587429285049438477e-01,3.020929396152496338e-01
7.393500804901123047e-01,2.983757555484771729e-01
7.112244367599487305e-01,2.929390966892242432e-01
6.806995272636413574e-01,2.869738638401031494e-01
6.902618408203125000e-01,2.888500094413757324e-01
6.369666457176208496e-01,2.783010601997375488e-01
4.578888416290283203e-01,2.927039563655853271e-01
3.446219265460968018e-01,3.019459247589111328e-01
3.074846565723419189e-01,3.022574782371520996e-01
3.661997318267822266e-01,2.996346056461334229e-01
4.677892327308654785e-01,2.949404418468475342e-01
6.450142860412597656e-01,2.799087762832641602e-01
6.826012134552001953e-01,2.873475253582000732e-01
7.047422528266906738e-01,2.916781008243560791e-01
7.583746910095214844e-01,3.020225465297698975e-01
7.676368355751037598e-01,3.037892878055572510e-01
8.037713170051574707e-01,3.106301724910736084e-01
7.967448830604553223e-01,3.093062341213226318e-01
7.649018764495849609e-01,3.032681941986083984e-01
7.569776773452758789e-01,3.017555773258209229e-01
7.371844649314880371e-01,2.979591488838195801e-01
6.711488366127014160e-01,2.850928902626037598e-01
5.983387231826782227e-01,2.754427492618560791e-01
3.711003959178924561e-01,3.026598691940307617e-01
2.914493381977081299e-01,3.099170029163360596e-01
2.060656398534774780e-01,3.106043934822082520e-01
1.947040855884552002e-01,3.097117841243743896e-01
1.722333580255508423e-01,3.075183629989624023e-01
1.584758460521697998e-01,3.048856854438781738e-01
1.575432568788528442e-01,3.038179278373718262e-01
1.587106287479400635e-01,3.048413395881652832e-01
1.467608362436294556e-01,3.047335445880889893e-01
1.593405753374099731e-01,3.058623671531677246e-01
1.630056202411651611e-01,3.023567795753479004e-01
2.219447344541549683e-01,3.028413653373718262e-01
1.762245893478393555e-01,3.039835393428802490e-01
1.703855991363525391e-01,3.051530718803405762e-01
1.483374834060668945e-01,3.032504916191101074e-01
1.368567794561386108e-01,3.006361126899719238e-01
1.238197535276412964e-01,3.014641106128692627e-01
7.588688284158706665e-02,2.990815341472625732e-01
5.548315867781639099e-02,2.957794368267059326e-01
1.716509088873863220e-02,2.904817163944244385e-01
3.444303525611758232e-03,2.882317006587982178e-01
6.455473339883610606e-05,2.807037532329559326e-01
5.557403899729251862e-03,2.850778102874755859e-01
1.937192864716053009e-02,2.989319264888763428e-01
3.182183206081390381e-02,3.096253275871276855e-01
2.882406488060951233e-02,2.994105815887451172e-01
5.522515252232551575e-02,3.004591464996337891e-01
5.106192827224731445e-02,2.996152937412261963e-01
7.608713954687118530e-02,2.974749803543090820e-01
2.790676988661289215e-02,2.919254004955291748e-01
2.758028917014598846e-02,2.960595786571502686e-01
4.393184185028076172e-02,2.937325239181518555e-01
4.885334894061088562e-02,2.977448701858520508e-01
4.159652814269065857e-02,2.938825786113739014e-01
3.377555310726165771e-02,2.914479374885559082e-01
2.468319796025753021e-02,2.881685495376586914e-01
3.184564411640167236e-02,2.882585823535919189e-01
3.235376626253128052e-02,2.887808978557586670e-01
4.054263979196548462e-02,2.887562811374664307e-01
5.562055855989456177e-02,2.903858125209808350e-01
7.829756289720535278e-02,2.926136255264282227e-01
9.440184384584426880e-02,2.920973896980285645e-01
1.276311576366424561e-01,2.846688926219940186e-01
1.257745176553726196e-01,2.870002388954162598e-01
1.487245559692382812e-01,2.879149913787841797e-01
1.760701239109039307e-01,2.882652282714843750e-01
2.284435629844665527e-01,2.849152088165283203e-01
3.466276228427886963e-01,2.755568921566009521e-01
4.386388957500457764e-01,2.863640785217285156e-01
4.635461270809173584e-01,2.851578891277313232e-01
5.312268733978271484e-01,2.824775278568267822e-01
6.113961935043334961e-01,2.830454409122467041e-01
6.615372896194458008e-01,2.853758931159973145e-01
7.077074646949768066e-01,2.863740921020507812e-01
7.082271575927734375e-01,2.888751327991485596e-01
7.032231092453002930e-01,2.907406985759735107e-01
6.948059797286987305e-01,2.930530011653900146e-01
6.384845972061157227e-01,2.924466133117675781e-01
6.260126233100891113e-01,2.898460030555725098e-01
5.402154922485351562e-01,2.921440303325653076e-01
5.084373354911804199e-01,2.945872545242309570e-01
4.041231274604797363e-01,2.921883761882781982e-01
2.716633081436157227e-01,2.876605987548828125e-01
2.003304809331893921e-01,2.909550368785858154e-01
1.290036141872406006e-01,2.948708534240722656e-01
9.376880526542663574e-02,2.954061925411224365e-01
7.155933231115341187e-02,2.921507358551025391e-01
6.131348758935928345e-02,2.909488677978515625e-01
5.767931789159774780e-02,2.925388813018798828e-01
5.382174998521804810e-02,2.936818897724151611e-01
4.581130295991897583e-02,2.948809564113616943e-01
4.337604343891143799e-02,2.950157523155212402e-01
4.130940139293670654e-02,2.955150604248046875e-01
4.555431380867958069e-02,2.956564128398895264e-01
3.373290970921516418e-02,2.938795983791351318e-01
2.385363727807998657e-02,2.892276346683502197e-01
1.955124735832214355e-02,2.887735366821289062e-01
2.388509549200534821e-02,2.903283834457397461e-01
2.079555578529834747e-02,2.895094156265258789e-01
1.870427094399929047e-02,2.891983985900878906e-01
1.414511725306510925e-02,2.878720164299011230e-01
1.311530824750661850e-02,2.877787649631500244e-01
5.056359991431236267e-02,2.972384691238403320e-01
8.867916464805603027e-02,3.002713024616241455e-01
1.475941240787506104e-01,2.938950955867767334e-01
1.806059330701828003e-01,2.887139022350311279e-01
2.131259292364120483e-01,2.839817404747009277e-01
2.314572930335998535e-01,2.834427356719970703e-01
3.322834670543670654e-01,2.722078561782836914e-01
3.401019275188446045e-01,2.732425332069396973e-01
3.542152345180511475e-01,2.782326340675354004e-01
4.115859568119049072e-01,2.792087793350219727e-01
4.653524458408355713e-01,2.802124023437500000e-01
5.277220010757446289e-01,2.719295322895050049e-01
5.192049145698547363e-01,2.703453004360198975e-01
4.580085575580596924e-01,2.749904692173004150e-01
4.221275746822357178e-01,2.824766337871551514e-01
4.636048078536987305e-01,2.816481590270996094e-01
4.492027163505554199e-01,2.820757329463958740e-01
3.988350927829742432e-01,2.810294330120086670e-01
3.625960052013397217e-01,2.811698913574218750e-01
